               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 169,            0.013401,             0.01029,                   0,                   1,             0.99507,               0.995,             0.85793,           0.0047526,           0.0021287,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.021123,            0.010157,                   0,                   1,             0.99518,               0.995,             0.83739,           0.0055803,           0.0021412,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.014062,           0.0097048,                   0,                   1,             0.99467,               0.995,             0.84511,           0.0049946,           0.0021612,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.013987,           0.0069921,                   0,                   1,             0.99521,               0.995,             0.82746,           0.0049783,           0.0021433,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.027191,            0.010771,                   0,                   1,             0.99502,               0.995,             0.83278,           0.0047271,           0.0021946,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.013608,           0.0098045,                   0,                   1,             0.99498,               0.995,              0.7923,           0.0054691,            0.002248,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.012607,            0.010464,                   0,             0.99553,                0.95,             0.99262,             0.81597,            0.004761,           0.0023053,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.013586,            0.010256,                   0,                   1,             0.99502,               0.995,             0.81392,           0.0049118,           0.0022787,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.014758,           0.0085973,                   0,                   1,             0.99501,               0.995,             0.79295,           0.0050181,           0.0023093,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.031799,             0.01078,                   0,                   1,             0.99502,               0.995,             0.84492,           0.0046266,           0.0023016,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.011487,           0.0080042,                   0,                   1,              0.9953,               0.995,             0.87222,           0.0044923,           0.0022712,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.015801,           0.0078265,                   0,                   1,             0.99543,               0.995,             0.85778,           0.0045293,           0.0022636,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.032485,           0.0089909,                   0,                   1,             0.99512,               0.995,             0.84473,           0.0047058,           0.0022769,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.025675,           0.0094863,                   0,                   1,             0.99573,               0.995,             0.84633,           0.0049648,            0.002275,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.037864,            0.008618,                   0,                   1,             0.99558,               0.995,             0.84466,           0.0049097,           0.0022944,                   0,            0.000991,            0.000991,            0.000991
                 184,             0.01491,            0.010365,                   0,                   1,              0.9963,               0.995,             0.84986,           0.0047532,           0.0022419,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,            0.044585,           0.0091605,                   0,                   1,             0.99604,               0.995,             0.86987,           0.0043401,           0.0022349,                   0,            0.000892,            0.000892,            0.000892
                 186,            0.055492,            0.010109,                   0,                   1,             0.99611,               0.995,             0.85865,           0.0044466,           0.0022773,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,            0.012274,            0.011681,                   0,                   1,             0.99627,               0.995,             0.86471,           0.0045296,           0.0022619,                   0,            0.000793,            0.000793,            0.000793
                 188,            0.013749,           0.0086791,                   0,                   1,             0.99629,               0.995,             0.84426,           0.0044352,           0.0022178,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,            0.015358,             0.01076,                   0,             0.95208,             0.99369,             0.99262,             0.82983,           0.0045812,           0.0022351,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.014007,           0.0090374,                   0,             0.99526,                0.95,             0.99262,             0.85253,           0.0044489,           0.0022024,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,            0.012981,           0.0099016,                   0,                   1,             0.99655,               0.995,              0.8604,           0.0043556,           0.0021682,                   0,            0.000595,            0.000595,            0.000595
                 192,            0.014187,            0.011141,                   0,                   1,             0.99648,               0.995,             0.85456,           0.0043378,           0.0021044,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,            0.011036,           0.0096319,                   0,                   1,             0.99663,               0.995,             0.86595,           0.0041669,           0.0021112,                   0,            0.000496,            0.000496,            0.000496
                 194,            0.011403,           0.0096406,                   0,                   1,             0.99591,               0.995,             0.86302,           0.0041366,           0.0020919,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.041065,           0.0092615,                   0,                   1,             0.99666,               0.995,             0.87284,           0.0039607,           0.0020811,                   0,            0.000397,            0.000397,            0.000397
                 196,            0.014763,            0.010293,                   0,                   1,              0.9967,               0.995,             0.89321,           0.0040823,           0.0020757,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,            0.011988,           0.0087662,                   0,                   1,             0.99679,               0.995,             0.88511,           0.0040929,            0.002077,                   0,            0.000298,            0.000298,            0.000298
                 198,            0.012454,            0.010826,                   0,                   1,             0.99695,               0.995,             0.88802,           0.0040536,           0.0020526,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,            0.014645,           0.0099354,                   0,             0.99909,                   1,               0.995,             0.89301,           0.0040678,           0.0021071,                   0,            0.000199,            0.000199,            0.000199
